category,brand_name,product_name,review_title,review_detail,review_date,review_views
리코타,콜롬보,리코타,['푸글리제보다 '],"
조금더 크리미한 맛이고 벨지오이오소보다는 덜 기름져요 푸글리제가 가장 신선한 우유의 맛에 가깝게 느껴짐
",['2020-10-20'],['6']
리코타,콜롬보,리코타,['오늘이 10월 20일 '],"
11월 2일까지더라구요 유통기한이
",['2020-10-20'],['5']
리코타,콜롬보,리코타,['기대 '],"
아직 안먹었는디 기대중이요
",['2020-10-20'],['1']
리코타,콜롬보,리코타,['함께 구입한 '],"
발사믹식초랑 샐러드해서 먹으려고 샀어요
",['2020-10-20'],['0']
리코타,콜롬보,리코타,['유통기한 12일 '],"
유통기한 12일 남은 걸 보내주시다니...이 정도면 설명 페이지에 ‘유통기한 임박’이라 적어야 하는 거 아닌가요?!
세일 제품도 아니고 컬리는 유통기한이 항상 문제네요. 지난번 버터 주문했을 때도 그랬는데. 설마 이번은 아니겠지 했는데 또 이런 제품을 받네요. 이제 수입냉장식품은 시키지 말아야 할 듯.
",['2020-10-20'],['2']
리코타,콜롬보,리코타,['괜찮았어요 '],"
제가 생각한 쫀쫀하고 식당에서 먹은 단 치즈는 아니라 당황 근데 먹어보니 부드럽고 고소해서 샐러드용으로 최고
",['2020-10-20'],['1']
리코타,콜롬보,리코타,['평이 좋어서 샀어요 '],"
맛있을거 같아요!!
",['2020-10-19'],['4']
리코타,콜롬보,리코타,['샐러드용 '],"
샐러드용으로 좋아요. 맛도 괜찮아요
",['2020-10-19'],['1']
리코타,콜롬보,리코타,['참 맛있어요 '],"
맛있어요
신선하게 스티로폼박스에 물로된 아이스팩!
좋아요
",['2020-10-19'],['3']
리코타,콜롬보,리코타,['샐러드랑~ 맛있어요 '],"
치즈랑 과일 좀 얹어서 샐러드 해먹으니 꿀맛이네요. 개봉하면 빨리 먹어야 할 것 같아서 3일간 3번에 나눠 먹었는데 맛 변화 없고 아주 괜찮았어요. 또 시킬 것 같아요.
",['2020-10-19'],['5']
리코타,콜롬보,리코타,['좋아요 '],"
두번째 사먹는 데
괜찮은 거 같아요
",['2020-10-19'],['3']
리코타,콜롬보,리코타,['맛있어요 '],"
고소하고 맛있네요
",['2020-10-19'],['2']
리코타,콜롬보,리코타,['음 '],"
괜찮은 것 같아요!
",['2020-10-19'],['3']
리코타,콜롬보,리코타,['샐러드에~ '],"
먹기 적당하고 맛난 치즈에요
",['2020-10-18'],['13']
리코타,콜롬보,리코타,['맛있어요 '],"
샐러드에 같이 먹으니까 담백하고 맛있어요 샤인머스켓이랑 조합이 좋은 것 같아요
",['2020-10-18'],['2']
리코타,콜롬보,리코타,['맛있어요 '],"
맛 괜찮네요 부드러워요
",['2020-10-18'],['1']
리코타,콜롬보,리코타,['굳 '],"
샐러드에 먹는데 탑 2안에 드는 것 같아요!
",['2020-10-18'],['8']
리코타,콜롬보,리코타,['맛잇게 '],"
맛잇게 잘먹었어요 좋네요
",['2020-10-18'],['7']
리코타,콜롬보,리코타,['쏘쏘 '],"
아주 맛있지도 맛없지도 않은 맛
",['2020-10-18'],['2']
리코타,콜롬보,리코타,['맛있어요 '],"
 맛있어요~~~~~~
",['2020-10-18'],['1']
리코타,콜롬보,리코타,['맛있어요 '],"
다른거에비해 싱겁긴 하지만 건강한맛이라고 생각해요
",['2020-10-17'],['2']
리코타,콜롬보,리코타,['고소고소 '],"
보드랍고 고소하고 넘 맛잇어요~~
",['2020-10-17'],['11']
까망베르,카스텔로,덴마크 까망베르 치즈,['1 '],"
아이가 완전 좋아해용~~
",['2020-10-29'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['치즈 '],"
호기심에 사봣어요 맛나면 재구매 해야죠
",['2020-10-29'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['와인안주 '],"
오븐에 살짝 돌려서 메이플시럽에 견과류 올려 먹으니 순삭이네요ㅎ
",['2020-10-28'],['0']
까망베르,카스텔로,덴마크 까망베르 치즈,['만족 '],"
유통기한 넉넉하네요. 기대됩니다.
",['2020-10-28'],['4']
까망베르,카스텔로,덴마크 까망베르 치즈,['좋아요 '],"
할인하네요 맛 괜찮아요
",['2020-10-28'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['까맹베르 '],"
치즈는 어떻게먹어야 맛있을까용
",['2020-10-28'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['제맘에 쏙들어요. '],"
안짜고 맛있어요 ㅎㅎ
",['2020-10-28'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['안주로 '],"
안주로 최고 추천해용
",['2020-10-28'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['빵과 함께 할 수 밖에 없는 제품! '],"
 베이글에 발라먹으면 최고입니다ㅎㅎ
",['2020-10-28'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요 '],"
생각보다 크기는 작네요! 그래도 넘 맛있어욪
",['2020-10-28'],['5']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요 '],"
와인이랑 같이 먹으려고 샀는데 좋아요
",['2020-10-27'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['과일과 잘어울리는 은은한 치즈 '],"
신규회원 1000원 애플청포도랑 같이 먹을라고 샀어요
치즈가 부드럽게 맛있습니다
와인안주로도 딱이네요
저는 그냥 간식으로 먹었습니다
",['2020-10-27'],['5']
까망베르,카스텔로,덴마크 까망베르 치즈,['너무 맛있어오 '],"
가성비 굉장히 좋네요
",['2020-10-27'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['. '],"
까망베르 최고에요.
",['2020-10-27'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['저렴히 '],"
구매했는데 맛있겠죠
",['2020-10-26'],['7']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요 '],"
치즈는 사랑♡ 좋아요
",['2020-10-26'],['7']
까망베르,카스텔로,덴마크 까망베르 치즈,['와인 안주 '],"
오븐에 구워서 꿀 뿌려서 먹는데 1분에 순삭이네요
",['2020-10-25'],['6']
까망베르,카스텔로,덴마크 까망베르 치즈,['^^ '],"
사과 치즈 루꼴라 꿀 넣고 샌드위치해먹으면 굿♡
",['2020-10-25'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['^^ '],"
짭조름하고 고소해요#^
",['2020-10-25'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['치즈 '],"
이거 은근 괜찮습니다 초보자도 괜찮을 맛
",['2020-10-25'],['0']
까망베르,카스텔로,덴마크 까망베르 치즈,['샌드위치 '],"
샌드위치용으로 사용하려구요~
",['2020-10-25'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요~ '],"
와인에 먹으려고 샀어요~
짜지않고 맛있어요~ 재구매하려요~^^
",['2020-10-24'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['와인안주 '],"
아주 맛있어요 추천
",['2020-10-24'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['재구매 '],"
세일할때 추가 구매했어요!
",['2020-10-24'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['재구매 '],"
세일해서 재구매했어요, 맛있어요!
 ",['2020-10-24'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르 치즈 '],"
와인안주로 구매합니다
",['2020-10-24'],['0']
까망베르,카스텔로,덴마크 까망베르 치즈,['카망베르 치즈 '],"
카나페를 저녁마다 먹는 편이라 구매했어요! 맛있으면 또 주문 해야겠어요.
",['2020-10-24'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요 *.* '],"
어제도착하자마자 먹어봤는데 맛있어요. 쓰지도않고 벌써 절반이나 먹었네요. 또 사러올게요
",['2020-10-23'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르치즈~ '],"
좋아해요~ 와인안주로도 너무 좋고 이번엔 아이가 먹고 싶다고 해서 바로 주문했어요~
",['2020-10-23'],['5']
까망베르,카스텔로,덴마크 까망베르 치즈,['치즈구이로 으뜸! '],"
살짝 칼집내고 견과류와 건과일, 꿀 뿌려 오븐이나 에프에 살짝 구워주면 아주 눈돌아가는 맛에 끊을 수가 없음
",['2020-10-23'],['5']
까망베르,카스텔로,덴마크 까망베르 치즈,['굿~ '],"
토마토와 함께 먹으면 풍미가 끝~
",['2020-10-23'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['굿 '],"
꿀이랑 같이 먹으려고 주문했어요
",['2020-10-23'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['치즈 맛 조아요 '],"
와인에 너무 맛있는 치즈입니다
",['2020-10-23'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['굿 '],"
맛있어서 자주 구매
",['2020-10-23'],['0']
까망베르,카스텔로,덴마크 까망베르 치즈,['샌드위치용 '],"
으로 맛있게 사용했어요~
",['2020-10-22'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['고소해요 '],"
맛있게 잘먹었어요. 고소해요
",['2020-10-22'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['와인안주 '],"
까망베르 치즈 좋아하는데 아직 맛은 모르겠지만 조만간 와인에?
",['2020-10-22'],['4']
까망베르,카스텔로,덴마크 까망베르 치즈,"['일부는 변질되었지만, 일부는 괜찮았어요. ']","
세일도 하고해서 여러개 구입했는데 두개는 진공이 풀려서 까맣고 딱딱해진 상태였어요. 다행히 세번째 개봉한건 멀쩡하네요. 풍미가 짙어서 선호하는 제품이었는데, 불투명한 비닐에 쌓여있어서 개봉을 완전히 하기 전에는 제품 상태를 몰라서 앞으로는 소량으로 구입해야할거 같아요. 마지막사진이 상한제품사진..
",['2020-10-22'],['7']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르 '],"
매번 구매하고 있어요.
",['2020-10-22'],['6']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요 '],"
사과꿀견과류와 함께 먹었어요
",['2020-10-22'],['5']
까망베르,카스텔로,덴마크 까망베르 치즈,['진해요 '],"
까망베르 치즈구이 해먹었어요
치즈가 진해서 꿀을 많이 뿌려야 달달한 맛이 나더라구요
",['2020-10-21'],['0']
까망베르,카스텔로,덴마크 까망베르 치즈,['넘 맛있어요 '],"
호텔뷔페에서 먹던맛이네요
",['2020-10-21'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['굿 '],"
오븐에 넣어 녹여 퐁듀처럼 먹으니 좋으네요
",['2020-10-21'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['재구매 '],"
카스텔로 가성비 좋아요 다른치즈는 너무비싸요
",['2020-10-21'],['4']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르 치즈구이 '],"
치즈구이 해서 빵에 발라먹기 좋아요
",['2020-10-21'],['10']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르체고 ! '],"
저는브리보다 까망베르가 훨씬 좋더라구요
",['2020-10-20'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['레이디버그에 나오는 까망베르치즈 '],"
아이들이 즐겨보는 만화에 나오는 그 까망베르 치즈.맛나대요
",['2020-10-20'],['5']
까망베르,카스텔로,덴마크 까망베르 치즈,['오븐에 구워먹으면 맛있어요 '],"
지방인데 배송 하루만에 빨리 받았어요
항상 이용하는 치즈라서 쿠폰 들어왔길래 주문했습니다.
",['2020-10-19'],['15']
까망베르,카스텔로,덴마크 까망베르 치즈,['쫀득 '],"
짜지않고 쫀득해요 하몽이랑 먹으니 맛나요
",['2020-10-19'],['6']
까망베르,카스텔로,덴마크 까망베르 치즈,['와인 안주 '],"
주로 카스텔로 브리치즈 맛있게 먹었었는데 이번엔 카망베르치즈 세일하길래 사봤어요
",['2020-10-19'],['13']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요 '],"
맛있어요~~ >_<
",['2020-10-19'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['치 '],"
맛있고좋아요 가성비
",['2020-10-19'],['9']
까망베르,카스텔로,덴마크 까망베르 치즈,['와인안주 '],"
그냥 잘라서 와인안주로 먹었어요 ㅎㅎ치즈냄새 많이 나지않아서 초보자용으로 추천
",['2020-10-19'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르 치즈 아이들이 너무 좋아하는거에요 '],"
하나사서 통크게 반잘라서 한입에 넣을 정도로 좋아해여.. 좀더 세일을 많이 하면 좋겠어요
",['2020-10-19'],['7']
까망베르,카스텔로,덴마크 까망베르 치즈,['부드러워요 '],"
덴마크 치즈는 처음 먹어보는것 같은데 괜찮네요. 가족 중 카스텔로 자주 먹던 사람이 있어서 맛은 안심하고 먹었어요. 질감은 부드럽고 맛도 무난해요. 그램수가 큰 편은 아니어서 그런지 좀 얇아서 잘라먹기 펀해요.
",['2020-10-19'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['쓴맛나는데 뭐가 맛있다는 거예요? '],"
까망베르치즈 원래 이런 맛인가요? 어떻게 해먹어야 맛있는 건가요? 선물로 샀는데 맛이 애매해서 아쉬웠어요 ㅠㅠ
",['2020-10-19'],['9']
까망베르,카스텔로,덴마크 까망베르 치즈,['덴마크 '],"
무난하고 맛있어요
",['2020-10-18'],['10']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르 치즈 '],"
건강을 위해서 샀는데 양이 적어서 금방 다 먹어버렸네요 ㅋ
",['2020-10-18'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['굿 '],"
세일해서 샀습니다~~
",['2020-10-18'],['6']
까망베르,카스텔로,덴마크 까망베르 치즈,['와인안주 '],"
가벼운 와인안주로 맛있습니다
",['2020-10-18'],['8']
까망베르,카스텔로,덴마크 까망베르 치즈,['좋아요 '],"
오랜만에 와인에 치즈가 급 먹고싶어서 주문했는데 아직 개봉전이라 맛은 모르겠고 겉포장은 잘되어 왔네요
",['2020-10-17'],['5']
까망베르,카스텔로,덴마크 까망베르 치즈,['안주 '],"
와인안주로 최고예요
",['2020-10-17'],['6']
까망베르,카스텔로,덴마크 까망베르 치즈,['짭잘 '],"
은근 끝맛이짭잘하네요
저는치즈좋아해서 빵이나 샌드위치나 
토마토랑 잘어울릴것같아요
저는 쫀득하고 만족해요
",['2020-10-16'],['8']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있넹~ '],"
아메리카노 한잔에 까망베르 치즈 두조각~
좋아요
",['2020-10-16'],['5']
까망베르,카스텔로,덴마크 까망베르 치즈,['재구매 '],"
맛있는 제품 저렴하게 구매해서 좋네요~
",['2020-10-16'],['9']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르 '],"
먹기 간편해서 좋아요
",['2020-10-16'],['11']
까망베르,카스텔로,덴마크 까망베르 치즈,['안주 '],"
로 제격이죠 짱맛 구워서 꿀 견과류 최고
",['2020-10-16'],['9']
까망베르,카스텔로,덴마크 까망베르 치즈,['세일 '],"
하길래 브리 먹어보고 괜찮아서 까망베르 한번 사봤어요~
",['2020-10-16'],['4']
까망베르,카스텔로,덴마크 까망베르 치즈,['여태먹은것중 '],"
가장 맛있는 까망베르였어요
",['2020-10-15'],['10']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛 '],"
맛있어서 자주 구매
",['2020-10-15'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['. '],"
굿굿굿입니다. ㄴㄷㄱㄷㄱ
",['2020-10-15'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['마일드하고 맛있음 '],"
금방 다 먹어서 사진 없어요ㅠ
",['2020-10-14'],['10']
까망베르,카스텔로,덴마크 까망베르 치즈,['너무 맛있어요 ^^ '],"
먹고난 뒤 바로 또 생각나는 너무 맛있는 치즈예요^^
",['2020-10-14'],['11']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요 '],"
부드럽고 짜지도 않고 맛있었어요
",['2020-10-13'],['8']
까망베르,카스텔로,덴마크 까망베르 치즈,['좋아하는거 '],"
뭐라쓰나요,치즈맛 좋아
",['2020-10-13'],['11']
까망베르,카스텔로,덴마크 까망베르 치즈,['치즈후기 '],"
치즈 안짜고 맛있습니다
추천
",['2020-10-13'],['4']
까망베르,카스텔로,덴마크 까망베르 치즈,['굿 '],"
맛있어서 와인이나 맥주 안주로 잘 어울려요
",['2020-10-12'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,['두번째 '],"
유통기한도 길고 두번째 구매요
",['2020-10-12'],['6']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요! '],"
치즈 초보도 먹기 좋았어요
여러 요리에 잘 어울려요
",['2020-10-11'],['6']
까망베르,카스텔로,덴마크 까망베르 치즈,['치즈 '],"
워낙 졸아해서 구매
",['2020-10-11'],['7']
까망베르,카스텔로,덴마크 까망베르 치즈,['애정하는 카스텔로 까망베르 '],"
항상 쟁여둡니다. ㅎㅎ
",['2020-10-11'],['11']
까망베르,카스텔로,덴마크 까망베르 치즈,['맛있어요 '],"
까망베르는 수시로 먹게되네요
",['2020-10-10'],['2']
까망베르,카스텔로,덴마크 까망베르 치즈,"['버섯풍미도 강하고 맛이 좋은제품인데, 항상 녹은... ']","
렌지에 돌리지않고 그냥 포장 벗긴 상태인데 플라스틱포장지에도 치즈물(?)이 흥건히 고여 굳은상태였어요. 비닐은 딱 붙은상태..
여름에 너무 녹다얼다반복한듯한 수분빠진 제품이 계속 배송되서 한동안 주문안하다가 추석때 다시 주문하기 시작했는데, 여전히 녹은듯한 제품이 오네요. 그래도 예전처럼 수분이 빠진 상태는 아니고 맛은 버섯풍미가 짙어서 다행이었습니다.
",['2020-10-08'],['17']
까망베르,카스텔로,덴마크 까망베르 치즈,['존맛 '],"
이거 외 않ㅅㅏ??
",['2020-10-08'],['9']
까망베르,카스텔로,덴마크 까망베르 치즈,['생각보다 '],"
꼬랑내가 덜해서 노맛
",['2020-10-07'],['8']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르 '],"
오래만에 주문하여 맛을 보니 그리웠도다.
",['2020-10-07'],['12']
까망베르,카스텔로,덴마크 까망베르 치즈,['오 진하고 고소하오 '],"
받자마자 다 먹어버렷네요 ㅎㅎㅎ
",['2020-10-07'],['7']
까망베르,카스텔로,덴마크 까망베르 치즈,['좋아염 '],"
간식으로 뇸뇸 먹습니다
",['2020-10-06'],['12']
까망베르,카스텔로,덴마크 까망베르 치즈,['괜춘 '],"
 전에 먹던 것보다 냄새는 덜한데 고소하고 촉촉하네요. 냄새가 덜한게 좀 아쉽지만 그래도 술안주나 간식으러 만족스럽습니다^^
",['2020-10-06'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['까망베르 '],"
보다 브리가 더 맛있어요
",['2020-10-06'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['맥주 안주 '],"
맥주 안주로 아주 좋아요.
",['2020-10-06'],['13']
까망베르,카스텔로,덴마크 까망베르 치즈,['기대 '],"
후기가 좋아서 기대하고 있어요
",['2020-10-06'],['8']
까망베르,카스텔로,덴마크 까망베르 치즈,['그냥 그래요 '],"
걍 그래요 제 입맛에는 별로요 ㅜㅜ
",['2020-10-06'],['7']
까망베르,카스텔로,덴마크 까망베르 치즈,['만족 '],"
와인 안주나 바게트와 안성맞춤! 맛나요~
",['2020-10-05'],['12']
까망베르,카스텔로,덴마크 까망베르 치즈,['좋아하는 까망베르.. '],"
한번씩 구매해요!!
",['2020-10-05'],['3']
까망베르,카스텔로,덴마크 까망베르 치즈,['브리보다 부드러워요 '],"
간식으로 초리조, 꿀, 비스켓이랑 먹음 맛나요
",['2020-10-05'],['13']
까망베르,카스텔로,덴마크 까망베르 치즈,['오 징짜 맛있네예.. '],"
일단 비주얼부터 너모 예뻐요 
똥그란 원기둥 모양 까망베르♡
겉은 쫀득하고 속은 몽글몽글
우유향이 팡팡 나는 보드라운 까망베르!!
그냥먹어도 맛잇구 피자에넣어도 맛나용
",['2020-10-05'],['1']
까망베르,카스텔로,덴마크 까망베르 치즈,['이렇게 먹으면 쵝오죵!! '],"
가격도 저렴하고, 맛도 좋도 전 항상 이걸 주문해서 
전자렌지에 녹여서 먹어욥! 
근데 오븐도 갠춘할꼬 같아욥!
",['2020-10-05'],['8']
까망베르,카스텔로,덴마크 까망베르 치즈,['와인 안주로 딱!! '],"
브릭 치즈보다는 큥큥한 냄새가 더 심하지만,치즈에 깊은 맛이 느껴져서 이걸로 구매했어욥 !!
와인 이랑 같이 먹으니 넘넘 맛나요,
메이플 시럽에 견과류까직 넘넘 맛나잖아요!!
더 많이 주문해거 쟁여둬야 겠어욥욥!!
캬아 넘넘 맛나잖아 !!!
",['2020-10-05'],['6']
까망베르,카스텔로,덴마크 까망베르 치즈,['좋아요 '],"
포장도 꼼꼼하고 좋아요
",['2020-10-05'],['1']
에멘탈,앙트르몽,에멘탈 치즈,['치즈 그러인더 '],"
그러인더에 갈아먹었어요
",['2020-10-28'],['6']
에멘탈,앙트르몽,에멘탈 치즈,['이름이 '],"
귀여워요 ㅜ무슨맛일까요
",['2020-10-28'],['9']
에멘탈,앙트르몽,에멘탈 치즈,['굿 '],"
아이들 어른들 다 잘 먹는 치즈에요~
",['2020-10-28'],['12']
에멘탈,앙트르몽,에멘탈 치즈,['슬라이스 없어서 '],"
구입했는데 역시 맛있어요~
",['2020-10-27'],['7']
에멘탈,앙트르몽,에멘탈 치즈,['고소해요 '],"
조금 쿰쿰해요 하지만 맛남
",['2020-10-26'],['13']
에멘탈,앙트르몽,에멘탈 치즈,['좋아요 '],"
짭짤 고소 맛있어요
",['2020-10-26'],['10']
에멘탈,앙트르몽,에멘탈 치즈,['항상 먹는 치즈. '],"
그냥 먹어도 고소하고 맛있고 빵에 넣어서 파니니 해서 먹어도 맛있어요.
",['2020-10-26'],['1']
에멘탈,앙트르몽,에멘탈 치즈,['굳 '],"
먹어보니 이게 젤 맛있어요
",['2020-10-25'],['10']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
와인과 먹으려고 구매
",['2020-10-25'],['16']
에멘탈,앙트르몽,에멘탈 치즈,['와인과 치즈 '],"
너무 잘어울리는 조합..괜챦았어요.
",['2020-10-25'],['7']
에멘탈,앙트르몽,에멘탈 치즈,['치즈 '],"
여러가지 치즈를 구입 중이에요
",['2020-10-25'],['12']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈치즈 '],"
샌드위치용 잘썼습니다
",['2020-10-25'],['2']
에멘탈,앙트르몽,에멘탈 치즈,['무난해요 '],"
샌드위치용으로 딱
",['2020-10-24'],['2']
에멘탈,앙트르몽,에멘탈 치즈,['쉰걸레 냄새 나요 '],"
쉰걸레 향이 입안에 너무 진해서 와인 맛을 못 느낄 정도입니다ㅠㅠ
",['2020-10-24'],['8']
에멘탈,앙트르몽,에멘탈 치즈,['예쁜 구멍이 뽕뽕 '],"
있는 향기도 맛도 질감도 쫀득한 맛있는 에멘탈치즈~~치즈는 사랑입니당♡.반은 먹어버린 사진이네요.^^
",['2020-10-23'],['7']
에멘탈,앙트르몽,에멘탈 치즈,['처음 '],"
먹어봤는데 샌드위치랑 조합이 좋네요
",['2020-10-23'],['10']
에멘탈,앙트르몽,에멘탈 치즈,['그냥 저냥한 맛 '],"
무언가 특색있는 치즈는 아니에요.
",['2020-10-23'],['8']
에멘탈,앙트르몽,에멘탈 치즈,['의외 '],"
가격 저렴해서 기대안했는데 의외로 깊은맛
",['2020-10-23'],['14']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
고다보다는 라이트 하지만 꽤 맛있어요
",['2020-10-22'],['4']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈치즈 '],"
아이가 좋아해서 매번 구입합니다 고소해요
",['2020-10-22'],['3']
에멘탈,앙트르몽,에멘탈 치즈,['구수한 에멘탈 치즈 덩어리 '],"
슬라이스가 아니라 덩어리 치즈라 갂둑썰긴로 작은 큐브로 만들어 크래커 위에 피클과 함께하는 와인 안주로 괜찮아요
",['2020-10-22'],['4']
에멘탈,앙트르몽,에멘탈 치즈,['퐁듀용 '],"
퐁듀할려고 샀어요.
",['2020-10-22'],['7']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 '],"
에멘탈 좋아해서 구매했습니다
",['2020-10-21'],['14']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 '],"
피자에 넣으려고 주문함
",['2020-10-21'],['13']
에멘탈,앙트르몽,에멘탈 치즈,['덩어리가 생각보다 단단하네요 맛은 좋아요 '],"
덩어리가 생각보다 단단하네요 맛은 좋아요
",['2020-10-21'],['6']
에멘탈,앙트르몽,에멘탈 치즈,['음.. '],"
맛이 많이 심심하네요..퐁듀할때 그냥 재료로 넣어버리려구요.. 제 입맛이랑은 잘 안맞네요 ㅠ ㅠ
",['2020-10-21'],['10']
에멘탈,앙트르몽,에멘탈 치즈,['그릴드 치즈 '],"
하려고 샀는데 그냥도 무난해서 자꾸 집어먹음.
",['2020-10-20'],['9']
에멘탈,앙트르몽,에멘탈 치즈,['아직 '],"
아직 안먹어 봣는데 기대됩니다
",['2020-10-20'],['10']
에멘탈,앙트르몽,에멘탈 치즈,['치즈 파스타로 굿 '],"
치즈 파스타 하려고 구매했어요
",['2020-10-19'],['17']
에멘탈,앙트르몽,에멘탈 치즈,['갓성비 '],"
가성비 좋고, 맛도 좋아요~
썰어야하는 불편함이 있지만...ㅎㅎ
이 가격이면 괜찮죠~~
",['2020-10-19'],['17']
에멘탈,앙트르몽,에멘탈 치즈,['맛있어요 '],"
리치몬드 발누스 빵에 에그스프레드바르고 루꼴라랑 존쿡 피프파스트라미해서 먹으면 맛있어요!!!
",['2020-10-19'],['15']
에멘탈,앙트르몽,에멘탈 치즈,['JMT '],"
맛있어요 샐러드 샌드위치 어디에든 잘어울림
",['2020-10-17'],['5']
에멘탈,앙트르몽,에멘탈 치즈,['치즈의 풍미를 놓치지 않을꺼예요! '],"
풍미가 강한 다른 치즈들에 비해 풍미는 입안에 감돌지만 그렇다고 너무 리치해서 무겁거나 부담되는 맛은 아니라 자주 애용하는 치즈 중 하나인데, 고소한 플레인 비스켓과 먹어도 좋고, 빵위에 다른 섞지않고 에멘탈만 올려 먹어도 맛있고, 과일이랑 같이 먹어도 너무너무너무 맛있는 최애 치즈!
",['2020-10-16'],['6']
에멘탈,앙트르몽,에멘탈 치즈,['괜찮아요 '],"
가성비 괜찮아요, 샐러드 보단 샌드위치 만들때 좋은 것 같아요
",['2020-10-16'],['2']
에멘탈,앙트르몽,에멘탈 치즈,['괜찮아요 '],"
경성 치즈가 생각나서 구매
",['2020-10-16'],['13']
에멘탈,앙트르몽,에멘탈 치즈,['치즈 '],"
아이들이 좋아하는 치즈라 자주 구매합니다.
",['2020-10-15'],['11']
에멘탈,앙트르몽,에멘탈 치즈,['에멘탈 '],"
구멍이숑숑 무지크네요그램수는같겠죠?
잘라서.핀크리스프랑먹을거예요
",['2020-10-15'],['13']
에멘탈,앙트르몽,에멘탈 치즈,['치즈 '],"
에멘탈 치즈 맛있습니다.
",['2020-10-15'],['16']
에멘탈,앙트르몽,에멘탈 치즈,['치즈 '],"
에멘탈 치즈 맛있습니다
",['2020-10-15'],['12']
에멘탈,앙트르몽,에멘탈 치즈,['굿 '],"
ㅋㅋ 요건 매번 사는 와인안주예요
",['2020-10-15'],['2']
에멘탈,앙트르몽,에멘탈 치즈,['. '],"
진하고 좋아요. ㄴㄷㄱㄷ
",['2020-10-15'],['2']
에멘탈,앙트르몽,에멘탈 치즈,['구워먹어도 맛있어요 '],"
에멘탈 치즈 구워서
소시지에 얹어서 먹으면 맛있어요
",['2020-10-15'],['15']
에멘탈,앙트르몽,에멘탈 치즈,['와인안주 '],"
맛있었어요 ! 여러가지 치즈랑 함께 먹었어요 !
",['2020-10-14'],['6']
에멘탈,앙트르몽,에멘탈 치즈,['감사합니당 '],"
맛잇게 잘먹었어여 ~
 ",['2020-10-14'],['12']
